director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
ChrisBuck,JoshGad,MauriceLaMarche,LivvyStubenrauch,"adventure,animation,comedy,family,fantasy,musical",Frozen,"JoshGad MauriceLaMarche LivvyStubenrauch ChrisBuck adventure,animation,comedy,family,fantasy,musical magic,sisterlove,sistersisterrelationship,snow,snowman"
LanaWachowski,SteveBastoni,DanielBernhardt,HelmutBakaitis,"action,sci-fi",The Matrix Reloaded,"SteveBastoni DanielBernhardt HelmutBakaitis LanaWachowski action,sci-fi carmotorcyclechase,oneagainstmany,oracle,prophecy,stylizedviolence"
AlanTaylor,ChrisHemsworth,NataliePortman,AnthonyHopkins,"action,adventure,fantasy",Thor: The Dark World,"ChrisHemsworth NataliePortman AnthonyHopkins AlanTaylor action,adventure,fantasy arrest,portal,thor,warrior,weapon"
GeorgeMiller,TomHardy,CharlizeTheron,ZoëKravitz,"action,adventure,sci-fi,thriller",Mad Max: Fury Road,"TomHardy CharlizeTheron ZoëKravitz GeorgeMiller action,adventure,sci-fi,thriller australia,desert,escape,ontherun,postapocalypse"
RonHoward,TomHanks,AyeletZurer,ArminMueller-Stahl,"mystery,thriller",Angels & Demons,"TomHanks AyeletZurer ArminMueller-Stahl RonHoward mystery,thriller conclave,illuminati,murder,referencetobernini,referencetoraphael"
KennethBranagh,ChrisHemsworth,NataliePortman,AnthonyHopkins,"action,adventure,fantasy",Thor,"ChrisHemsworth NataliePortman AnthonyHopkins KennethBranagh action,adventure,fantasy battle,marvelcinematicuniverse,scientist,thor,throne"
ByronHoward,ChloëGraceMoretz,DiedrichBader,JamesLipton,"adventure,animation,comedy,drama,family",Bolt,"ChloëGraceMoretz DiedrichBader JamesLipton ByronHoward adventure,animation,comedy,drama,family cat,dog,hamster,newyorkcity,superpower"
HoytYeatman,KelliGarner,PiperMackenzieHarris,NiecyNash,"action,adventure,animation,comedy,family,fantasy,sci-fi",G-Force,"KelliGarner PiperMackenzieHarris NiecyNash HoytYeatman action,adventure,animation,comedy,family,fantasy,sci-fi fbidirector,guineapig,householdappliance,secretagent,talkingmouse"
JonathanLiebesman,LiamNeeson,EdgarRamírez,LilyJames,"action,adventure,fantasy",Wrath of the Titans,"LiamNeeson EdgarRamírez LilyJames JonathanLiebesman action,adventure,fantasy ares,hades,titan,underworld,zeus"
TimBurton,JohnnyDepp,ChloëGraceMoretz,ChristopherLee,"comedy,fantasy,horror",Dark Shadows,"JohnnyDepp ChloëGraceMoretz ChristopherLee TimBurton comedy,fantasy,horror camerashotoffeet,cartoonontv,femalestockingedfeet,femalestockingedsoles,footcloseup"
ChristopherMcQuarrie,TomCruise,JeremyRenner,SeanHarris,"action,adventure,thriller",Mission: Impossible - Rogue Nation,"TomCruise JeremyRenner SeanHarris ChristopherMcQuarrie action,adventure,thriller capture,computerhacker,mission,rogueagent,spy"
JoeJohnston,AnthonyHopkins,SimonMerrells,ArtMalik,"drama,fantasy,horror,thriller",The Wolfman,"AnthonyHopkins SimonMerrells ArtMalik JoeJohnston drama,fantasy,horror,thriller asylum,death,fullmoon,transformation,werewolf"
DavidYates,ChristophWaltz,AlexanderSkarsgård,CasperCrump,"action,adventure,drama,romance",The Legend of Tarzan,"ChristophWaltz AlexanderSkarsgård CasperCrump DavidYates action,adventure,drama,romance africa,capture,jungle,maleobjectification,tarzan"
SteveHickner,MatthewBroderick,OprahWinfrey,RipTorn,"adventure,animation,comedy,family",Bee Movie,"MatthewBroderick OprahWinfrey RipTorn SteveHickner adventure,animation,comedy,family bee,dreamsequence,egg,scatologicalhumor,squashedbug"
JenniferYuhNelson,AngelinaJoliePitt,GaryOldman,MikeBell,"action,adventure,animation,comedy,family",Kung Fu Panda 2,"AngelinaJoliePitt GaryOldman MikeBell JenniferYuhNelson action,adventure,animation,comedy,family china,kungfu,panda,peacock,tigress"
M.NightShyamalan,SeychelleGabriel,NoahRinger,AasifMandvi,"action,adventure,family,fantasy",The Last Airbender,"SeychelleGabriel NoahRinger AasifMandvi M.NightShyamalan action,adventure,family,fantasy avatar,fire,kingdom,tribe,water"
J.J.Abrams,PhilipSeymourHoffman,TomCruise,EddieMarsan,"action,adventure,thriller",Mission: Impossible III,"PhilipSeymourHoffman TomCruise EddieMarsan J.J.Abrams action,adventure,thriller armsdealer,fictionalgovernmentagency,mission,rescue,vatican"
RolandEmmerich,ChanningTatum,JakeWeber,MattCraven,"action,drama,thriller",White House Down,"ChanningTatum JakeWeber MattCraven RolandEmmerich action,drama,thriller blacku.s.president,president,secretservice,tour,whitehouse"
SimonWells,ElisabethHarnois,DanFogler,TomEverettScott,"action,adventure,animation,comedy,family,sci-fi",Mars Needs Moms,"ElisabethHarnois DanFogler TomEverettScott SimonWells action,adventure,animation,comedy,family,sci-fi boy,martian,rescue,robot,sexism"
DavidBowers,HughJackman,KateWinslet,DavidSuchet,"adventure,animation,comedy,family",Flushed Away,"HughJackman KateWinslet DavidSuchet DavidBowers adventure,animation,comedy,family boat,frog,rat,sewer,toad"
RobMinkoff,TyBurrell,ZachCallison,KaranBrar,"adventure,animation,comedy,family,sci-fi",Mr. Peabody & Sherman,"TyBurrell ZachCallison KaranBrar RobMinkoff adventure,animation,comedy,family,sci-fi dog,fathersonrelationship,inventor,talkingdog,timetravel"
WolfgangPetersen,BradPitt,OrlandoBloom,JulianGlover,adventure,Troy,"BradPitt OrlandoBloom JulianGlover WolfgangPetersen adventure greek,mythology,prince,trojan,troy"
EricDarnell,JadaPinkettSmith,MartinShort,CedrictheEntertainer,"adventure,animation,comedy,family",Madagascar 3: Europe's Most Wanted,"JadaPinkettSmith MartinShort CedrictheEntertainer EricDarnell adventure,animation,comedy,family animal,circus,islandnameintitle,lemur,penguin"
LeeTamahori,TobyStephens,ColinSalmon,RickYune,"action,adventure,thriller",Die Another Day,"TobyStephens ColinSalmon RickYune LeeTamahori action,adventure,thriller catfight,clinic,colonel,diamond,patricide"
MichaelBay,BruceWillis,SteveBuscemi,WillPatton,"action,adventure,sci-fi,thriller",Armageddon,"BruceWillis SteveBuscemi WillPatton MichaelBay action,adventure,sci-fi,thriller asteroid,astronaut,bomb,meteorite,outerspace"
BarrySonnenfeld,WillSmith,RosarioDawson,RipTorn,"action,adventure,comedy,family,fantasy,mystery,sci-fi",Men in Black II,"WillSmith RosarioDawson RipTorn BarrySonnenfeld action,adventure,comedy,family,fantasy,mystery,sci-fi alien,lingerie,lingeriemodel,m.i.b.,pug"
RobertZemeckis,RobinWright,AnthonyHopkins,SebastianRoché,"action,adventure,animation,fantasy",Beowulf,"RobinWright AnthonyHopkins SebastianRoché RobertZemeckis action,adventure,animation,fantasy creature,demon,king,reward,warrior"
AlessandroCarloni,J.K.Simmons,AngelinaJoliePitt,WayneKnight,"action,adventure,animation,comedy,family",Kung Fu Panda 3,"J.K.Simmons AngelinaJoliePitt WayneKnight AlessandroCarloni action,adventure,animation,comedy,family china,kungfu,panda,pig,village"
BradBird,TomCruise,JeremyRenner,MichaelNyqvist,"action,adventure,thriller",Mission: Impossible - Ghost Protocol,"TomCruise JeremyRenner MichaelNyqvist BradBird action,adventure,thriller dubai,kremlin,raceagainsttime,russian,terrorist"
PeterRamsey,HughJackman,KamilMcFadden,KhamaniGriffin,"adventure,animation,family,fantasy",Rise of the Guardians,"HughJackman KamilMcFadden KhamaniGriffin PeterRamsey adventure,animation,family,fantasy belief,boxofficehit,children,newyorkcity,tooth"
DeanParisot,JohnMichaelHiggins,RichardBurgi,DavidHerman,"comedy,crime",Fun with Dick and Jane,"JohnMichaelHiggins RichardBurgi DavidHerman DeanParisot comedy,crime animalabuse,ceo,heist,suburb,unemployment"
EdwardZwick,TomCruise,TonyGoldwyn,ChadLindberg,"action,drama,history,war",The Last Samurai,"TomCruise TonyGoldwyn ChadLindberg EdwardZwick action,drama,history,war captain,emperor,honor,japan,samurai"
J.J.Abrams,ChrisHemsworth,LeonardNimoy,BruceGreenwood,"action,adventure,sci-fi",Star Trek,"ChrisHemsworth LeonardNimoy BruceGreenwood J.J.Abrams action,adventure,sci-fi boxofficehit,future,liftedbythethroat,startrek,vulcan"
SamRaimi,J.K.Simmons,JamesFranco,KirstenDunst,"action,adventure,fantasy,romance",Spider-Man,"J.K.Simmons JamesFranco KirstenDunst SamRaimi action,adventure,fantasy,romance evil,goblin,spider,spiderman,superhero"
DeanDeBlois,GerardButler,DjimonHounsou,AmericaFerrera,"action,adventure,animation,comedy,family,fantasy",How to Train Your Dragon 2,"GerardButler DjimonHounsou AmericaFerrera DeanDeBlois action,adventure,animation,comedy,family,fantasy dragon,fathersonrelationship,husbandwiferelationship,mothersonrelationship,viking"
AlexProyas,GerardButler,ElodieYung,BryanBrown,"action,adventure,fantasy",Gods of Egypt,"GerardButler ElodieYung BryanBrown AlexProyas action,adventure,fantasy ancientegypt,egypt,egyptian,egyptiangod,egyptiangoddess"
RobCohen,SamShepard,JoeMorton,RichardRoxburgh,"action,adventure,sci-fi,thriller",Stealth,"SamShepard JoeMorton RichardRoxburgh RobCohen action,adventure,sci-fi,thriller artificialintelligence,boxofficeflop,fighterjet,navy,pilot"
ZackSnyder,MattFrewer,BillyCrudup,StephenMcHattie,"action,drama,mystery,sci-fi",Watchmen,"MattFrewer BillyCrudup StephenMcHattie ZackSnyder action,drama,mystery,sci-fi conspiracy,cynicism,falsepromiseoftheamericandream,malefullfrontalnudity,malenudity"
RichardDonner,JetLi,ReneRusso,DarleneLove,"action,crime,thriller",Lethal Weapon 4,"JetLi ReneRusso DarleneLove RichardDonner action,crime,thriller kungfu,lapd,martialarts,privateinvestigator,triad"
AngLee,KevinRankin,RegiDavis,CeliaWeston,"action,sci-fi",Hulk,"KevinRankin RegiDavis CeliaWeston AngLee action,sci-fi 1980s,c130hercules,monster,panzer,sanfranciscocalifornia"
JonM.Chu,ChanningTatum,DwayneJohnson,ElodieYung,"action,adventure,sci-fi,thriller",G.I. Joe: Retaliation,"ChanningTatum DwayneJohnson ElodieYung JonM.Chu action,adventure,sci-fi,thriller general,gijoe,martialarts,ninja,president"
HironobuSakaguchi,SteveBuscemi,Ming-NaWen,JeanSimmons,"action,adventure,animation,fantasy,romance,sci-fi",Final Fantasy: The Spirits Within,"SteveBuscemi Ming-NaWen JeanSimmons HironobuSakaguchi action,adventure,animation,fantasy,romance,sci-fi general,military,scientist,soldier,year2065"
JoeJohnston,ChrisEvans,DominicCooper,HayleyAtwell,"action,adventure,sci-fi",Captain America: The First Avenger,"ChrisEvans DominicCooper HayleyAtwell JoeJohnston action,adventure,sci-fi arctic,captainamerica,scientist,tesseract,warbond"
MichaelApted,ColinSalmon,MariaGraziaCucinotta,DesmondLlewelyn,"action,adventure,thriller",The World Is Not Enough,"ColinSalmon MariaGraziaCucinotta DesmondLlewelyn MichaelApted action,adventure,thriller british,oil,scientist,terrorist,tycoon"
PeterWeir,JamesD'Arcy,LeeIngleby,DavidThrelfall,"action,adventure,drama,history,war",Master and Commander: The Far Side of the World,"JamesD'Arcy LeeIngleby DavidThrelfall PeterWeir action,adventure,drama,history,war 1800s,napoleonicwars,pursuit,royalnavy,ship"
GeorgeMiller,RobinWilliams,BradPitt,Common,"animation,comedy,family,musical",Happy Feet 2,"RobinWilliams BradPitt Common GeorgeMiller animation,comedy,family,musical 3d,antarctica,krill,penguin,sequel"
LouisLeterrier,TyBurrell,PeterMensah,WilliamHurt,"action,adventure,sci-fi",The Incredible Hulk,"TyBurrell PeterMensah WilliamHurt LouisLeterrier action,adventure,sci-fi antidote,cure,hulk,marvelcinematicuniverse,openingactionscene"
unknown,DonJohnson,PhilipMichaelThomas,JohnDiehl,"action,crime,drama,mystery,thriller",Miami Vice,"DonJohnson PhilipMichaelThomas JohnDiehl unknown action,crime,drama,mystery,thriller culttv,detective,drugs,police,undercover"
StevenSpielberg,MarkRylance,PenelopeWilton,RafeSpall,"adventure,family,fantasy",The BFG,"MarkRylance PenelopeWilton RafeSpall StevenSpielberg adventure,family,fantasy cannibal,evilbrother,giant,londonengland,queen"
AlejandroG.Iñárritu,LeonardoDiCaprio,TomHardy,LukasHaas,"adventure,drama,thriller,western",The Revenant,"LeonardoDiCaprio TomHardy LukasHaas AlejandroG.Iñárritu adventure,drama,thriller,western bearattack,cauterizingawound,nativeamerican,revenge,survival"
DavidSoren,RyanReynolds,SnoopDogg,BenSchwartz,"adventure,animation,comedy,family,sport",Turbo,"RyanReynolds SnoopDogg BenSchwartz DavidSoren adventure,animation,comedy,family,sport accident,freakaccident,race,snail,underdog"
GoreVerbinski,JohnnyDepp,RayWinstone,StephenRoot,"adventure,animation,comedy,family,western",Rango,"JohnnyDepp RayWinstone StephenRoot GoreVerbinski adventure,animation,comedy,family,western chameleon,lizard,sheriff,water,westerntown"
EricDarnell,BenedictCumberbatch,AnnetMahendru,AndyRichter,"adventure,animation,comedy,family",Penguins of Madagascar,"BenedictCumberbatch AnnetMahendru AndyRichter EricDarnell adventure,animation,comedy,family littlegirl,park,spy,statueofliberty,televisionvan"
PaulGreengrass,MattDamon,EdgarRamírez,AlbertFinney,"action,mystery,thriller",The Bourne Ultimatum,"MattDamon EdgarRamírez AlbertFinney PaulGreengrass action,mystery,thriller actionhero,cia,darkpast,flashback,memory"
MarkOsborne,AngelinaJoliePitt,WayneKnight,DanFogler,"action,adventure,animation,comedy,family",Kung Fu Panda,"AngelinaJoliePitt WayneKnight DanFogler MarkOsborne action,adventure,animation,comedy,family kungfu,kungfumaster,master,panda,snowleopard"
PeytonReed,JudyGreer,HayleyAtwell,T.I.,"action,adventure,comedy,sci-fi",Ant-Man,"JudyGreer HayleyAtwell T.I. PeytonReed action,adventure,comedy,sci-fi ant,chinatownsanfrancisco,heist,sabotage,vault"
FrancisLawrence,JenniferLawrence,JoshHutcherson,SandraEllisLafferty,"adventure,sci-fi,thriller",The Hunger Games: Catching Fire,"JenniferLawrence JoshHutcherson SandraEllisLafferty FrancisLawrence adventure,sci-fi,thriller president,snow,television,tour,uprising"
BillCondon,RobertPattinson,KristenStewart,TaylorLautner,"adventure,drama,fantasy,romance",The Twilight Saga: Breaking Dawn - Part 2,"RobertPattinson KristenStewart TaylorLautner BillCondon adventure,drama,fantasy,romance battle,friend,superstrength,vampire,vision"
StevenSpielberg,TomCruise,LisaAnnWalter,RickGonzalez,"adventure,sci-fi,thriller",War of the Worlds,"TomCruise LisaAnnWalter RickGonzalez StevenSpielberg adventure,sci-fi,thriller alien,fight,storm,survival,tripod"
MichaelBay,WillSmith,HenryRollins,JordiMollà,"action,comedy,crime,thriller",Bad Boys II,"WillSmith HenryRollins JordiMollà MichaelBay action,comedy,crime,thriller cuba,dea,drugs,money,undercover"
ChrisMiller,SalmaHayek,ConstanceMarie,AmySedaris,"action,adventure,animation,comedy,family,fantasy",Puss in Boots,"SalmaHayek ConstanceMarie AmySedaris ChrisMiller action,adventure,animation,comedy,family,fantasy betrayal,egg,friend,goose,hero"
PhillipNoyce,AngelinaJoliePitt,AndreBraugher,AugustDiehl,"action,crime,mystery,thriller",Salt,"AngelinaJoliePitt AndreBraugher AugustDiehl PhillipNoyce action,crime,mystery,thriller cia,ontherun,russian,russianspy,strongfemalelead"
DarrenAronofsky,AnthonyHopkins,EmmaWatson,LoganLerman,"action,adventure,drama",Noah,"AnthonyHopkins EmmaWatson LoganLerman DarrenAronofsky action,adventure,drama ark,flood,noah'sark,water,wrathofgod"
StevenSpielberg,TobyJones,MackenzieCrook,TonyCurran,"action,adventure,family,mystery",The Adventures of Tintin,"TobyJones MackenzieCrook TonyCurran StevenSpielberg action,adventure,family,mystery captain,morocco,ship,tintin,treasure"
AlfonsoCuarón,DanielRadcliffe,GaryOldman,RupertGrint,"adventure,family,fantasy,mystery",Harry Potter and the Prisoner of Azkaban,"DanielRadcliffe GaryOldman RupertGrint AlfonsoCuarón adventure,family,fantasy,mystery magic,muggle,serialkiller,traitor,wizard"
BazLuhrmann,EssieDavis,BryanBrown,EddieBaroo,"adventure,drama,romance,war",Australia,"EssieDavis BryanBrown EddieBaroo BazLuhrmann adventure,drama,romance,war australia,cattle,darwin,drover,japanese"
M.NightShyamalan,WillSmith,ZoëKravitz,GlennMorshower,"action,adventure,sci-fi",After Earth,"WillSmith ZoëKravitz GlennMorshower M.NightShyamalan action,adventure,sci-fi boxofficeflop,fathersonteam,fear,raceagainsttime,reallifefatherandsonplayingfatherandson"
EricLeighton,AlfreWoodard,D.B.Sweeney,DellaReese,"adventure,animation,family,thriller",Dinosaur,"AlfreWoodard D.B.Sweeney DellaReese EricLeighton adventure,animation,family,thriller egg,iguanodon,lemur,meteor,nestinggrounds"
MattBirch,RupertGrint,DaveLegeno,RalphIneson,"action,fantasy",Harry Potter and the Deathly Hallows: Part II,"RupertGrint DaveLegeno RalphIneson MattBirch action,fantasy unknown"
ShawnLevy,RobinWilliams,RamiMalek,SteveCoogan,"adventure,comedy,family,fantasy",Night at the Museum: Secret of the Tomb,"RobinWilliams RamiMalek SteveCoogan ShawnLevy adventure,comedy,family,fantasy museum,museumofnaturalhistorymanhattannewyorkcity,nightwatchman,stardiedbeforerelease,tablet"
TomMcGrath,J.K.Simmons,BradPitt,WillFerrell,"action,animation,comedy,family,sci-fi",Megamind,"J.K.Simmons BradPitt WillFerrell TomMcGrath action,animation,comedy,family,sci-fi battle,city,planet,prison,superhero"
ChrisColumbus,DanielRadcliffe,FionaShaw,VerneTroyer,"adventure,family,fantasy",Harry Potter and the Sorcerer's Stone,"DanielRadcliffe FionaShaw VerneTroyer ChrisColumbus adventure,family,fantasy basedonnovel,birthday,evilwizard,quidditch,wizard"
RobertSchwentke,RyanReynolds,JeffBridges,StephanieSzostak,"action,comedy,fantasy",R.I.P.D.,"RyanReynolds JeffBridges StephanieSzostak RobertSchwentke action,comedy,fantasy drugdealer,gold,partner,police,undead"
HideakiAnno,MarkChinnery,Shin'yaTsukamoto,AtsukoMaeda,"action,adventure,drama,horror,sci-fi",Godzilla Resurgence,"MarkChinnery Shin'yaTsukamoto AtsukoMaeda HideakiAnno action,adventure,drama,horror,sci-fi blood,godzilla,monster,sequel"
GoreVerbinski,JohnnyDepp,OrlandoBloom,JackDavenport,"action,adventure,fantasy",Pirates of the Caribbean: The Curse of the Black Pearl,"JohnnyDepp OrlandoBloom JackDavenport GoreVerbinski action,adventure,fantasy caribbean,curse,governor,pirate,undead"
MattBirch,RupertGrint,TobyJones,AlfredEnoch,fantasy,Harry Potter and the Deathly Hallows: Part I,RupertGrint TobyJones AlfredEnoch MattBirch fantasy unknown
FrancisLawrence,JenniferLawrence,PhilipSeymourHoffman,JoshHutcherson,"adventure,sci-fi,thriller",The Hunger Games: Mockingjay - Part 1,"JenniferLawrence PhilipSeymourHoffman JoshHutcherson FrancisLawrence adventure,sci-fi,thriller basedonyoungadultnovel,manipulation,rebellion,symbol,uprising"
RonHoward,TomHanks,SethGabel,JürgenProchnow,"mystery,thriller",The Da Vinci Code,"TomHanks SethGabel JürgenProchnow RonHoward mystery,thriller basedonsupposedlytruestory,holygrail,marymagdalene,opusdei,secret"
CarlosSaldanha,MiguelFerrer,RachelCrow,JeffreyGarcia,"adventure,animation,comedy,family,musical",Rio 2,"MiguelFerrer RachelCrow JeffreyGarcia CarlosSaldanha adventure,animation,comedy,family,musical amazon,bird,fatherinlaw,jungle,noopeningcredits"
